[2021-01-14 07:10:33] defaultLogger.INFO: Next upgrade step for 4.2.0 is : 4.2.3 [] {"url":"/churchcrm-4.2/v2/dashboard","remote_ip":"::1","correlation_id":"5fffe059a2e5d"}
[2021-01-14 07:10:37] defaultLogger.INFO: Starting background job processing [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe05d1b5b8"}
[2021-01-14 07:10:37] defaultLogger.INFO: Not starting application integrity check.  Last application integrity check run: 20210107-120919 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe05d1b5b8"}
[2021-01-14 07:10:37] defaultLogger.INFO: Finished background job processing [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe05d1b5b8"}
[2021-01-14 07:10:41] defaultLogger.INFO: Next upgrade step for 4.2.0 is : 4.2.3 [] {"url":"/churchcrm-4.2/v2/email/dashboard","remote_ip":"::1","correlation_id":"5fffe061a1f76"}
[2021-01-14 07:10:42] defaultLogger.INFO: Starting background job processing [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe062d70bc"}
[2021-01-14 07:10:42] defaultLogger.INFO: Not starting application integrity check.  Last application integrity check run: 20210107-120919 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe062d70bc"}
[2021-01-14 07:10:42] defaultLogger.INFO: Finished background job processing [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"5fffe062d70bc"}
[2021-01-14 13:08:01] defaultLogger.INFO: Next upgrade step for 4.2.0 is : 4.2.3 [] {"url":"/churchcrm-4.2/v2/dashboard","remote_ip":"::1","correlation_id":"60003421cf95b"}
[2021-01-14 13:08:08] defaultLogger.INFO: Starting background job processing [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:08] defaultLogger.INFO: Starting application integrity check [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:08] defaultLogger.INFO: Signature file found at: C:\xampp\htdocs\churchcrm-4.2/signatures.json [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:08] defaultLogger.WARNING: File hash mismatch: ChurchCRM/Config/Menu/Menu.php. Expected: 618053483cfb1510b44033c85964a89f1af2d852; Got: f291d454484e74c245d53da1ad864273cef8deca [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:08] defaultLogger.WARNING: File hash mismatch: ChurchCRM/Config/Menu/MenuItem.php. Expected: f892ddfd5fded09ae3653f3aeee1af53be310de1; Got: 8293841fdced3e002a7a4831c6ee0181660f08e7 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:09] defaultLogger.WARNING: File hash mismatch: ChurchCRM/view/MenuRenderer.php. Expected: b92cdf807ac5224a6e0daee4753a8b23323cd86e; Got: d3414996fd6c346ac53cbd57466f044232efb3a0 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:09] defaultLogger.WARNING: File hash mismatch: GroupEditor.php. Expected: 322a834b43256df4f5edb043f006d5be1e39da53; Got: 1b6daed10ada5bd9e25d465fb0d3f30d0bae7323 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:09] defaultLogger.WARNING: File hash mismatch: GroupList.php. Expected: e5518b0227da8fcdb1dfe021e44f8c078aec6b59; Got: 49dfdff49675a044769922c88b3d83bd0549604f [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
[2021-01-14 13:08:09] defaultLogger.WARNING: File hash mismatch: GroupPropsEditor.php. Expected: c8d910f0800156b7faae64ddaa0f96f54fc4b8a0; Got: 67738c903bbaca7652f9774c88152d6b81f852d2 [] {"url":"/churchcrm-4.2/api/background/timerjobs","remote_ip":"::1","correlation_id":"6000342813019"}
